ReqID,ParentID,Status,Area,Title,ImplementationRefs,VerificationRefs,Notes
VHS-REQ-615,VHS-SYS-REQ-012,Active,CI And Developer Environment,Definition-of-Done Operating Requirement,package.json;.github/workflows/ci.yml;.github/workflows/marketplace-release.yml;scripts/checkDefinitionOfDone.js;scripts/auditCustomizationGovernance.js;scripts/generateCloseoutEvidence.js;scripts/generateAssuranceState.js;scripts/runMultiStandardsAudit.js;scripts/verifyMarketplaceListing.js;scripts/checkReleaseReadiness.js;.github/pull_request_template.md;docs/maintainer-operations.md;docs/cm/cm-plan.md;docs/requirements/srs.md;docs/requirements/rtm.csv;docs/requirements/id-index.csv;docs/requirements/README.md;docs/testing/test-plan.md;docs/requirements/traceability-inventory.csv,tests/unit/definitionOfDoneGate.test.ts;tests/unit/closeoutEvidenceScript.test.ts;tests/unit/assuranceStateScript.test.ts;tests/unit/multiStandardsAuditScript.test.ts;tests/unit/marketplaceReleaseWorkflow.test.ts;tests/unit/releaseReadinessScript.test.ts;tests/unit/customizationGovernanceAuditScript.test.ts;tests/unit/requirementsDocs.test.ts;tests/unit/traceabilityAuditScript.test.ts;manual:definition-of-done-release-readiness-review,Definition of Done spans issue quality PR evidence required CI gates local gates standards provenance closeout evidence local assurance-state planning evidence with classified post-merge review-finding signals coverage-risk mapping and traceability drift prevention with lightweight requirement-target PR evidence contract fields (linked issue target requirement validation commands traceability/RTM impact out-of-scope closeout readiness) plus decision-complete requirement-target issue evidence including requirement/RTM updates and optional bounded Copilot prompt; release-readiness evidence names traceability docs-link tests package Marketplace listing and closeout expectations; standards closeout evidence runs against a tracked-worktree snapshot records standards.auditTarget fields and runs npm run coverage:map after tests; hosted `DoD Gate / dod` in `.github/workflows/ci.yml` is the authoritative scanner-visible standards DoD PASS source.
VHS-REQ-616,VHS-SYS-REQ-004,Active,Runtime Settings,Runtime Auto-Selection And Stale Settings Repair,src/extension.ts;src/tooling/runtimeAutoDetect.ts;src/tooling/runtimeSettingsSeed.ts;src/tooling/localRuntimeSettingsCli.ts,tests/unit/runtimeAutoDetect.test.ts;tests/unit/runtimeSettingsSeed.test.ts;tests/unit/extensionActivationLazySideEffects.test.ts;tests/unit/requirementsDocs.test.ts,Activation runs a filesystem-only runtime probe and seeds or repairs viHistorySuite.runtimeProvider/labviewVersion/labviewBitness so fresh installs and upgrades arrive with a working comparison provider; precedence is highest installed LabVIEW year (tie-break x64) then docker/2026/x64 then no-runtime.
VHS-REQ-617,VHS-SYS-REQ-004,Active,Runtime Settings,Missing-Runtime User Notification And Status Surface,src/extension.ts;src/ui/runtimeAvailabilityNotice.ts;src/commands/runtimeCommands.ts,tests/unit/runtimeAvailabilityNotice.test.ts;tests/unit/runtimeCommands.test.ts;tests/unit/runtimeAvailabilityWatcher.test.ts;tests/unit/extensionActivationLazySideEffects.test.ts;tests/unit/requirementsDocs.test.ts,Activation registers a status bar item and a focus-throttled re-detect; a one-time first-run information notification is gated by globalState key vihs.firstRunNoRuntimeNoticeShown when no comparison runtime is detected; three trust-gated commands (detectRuntimeNow forceRefresh; resetFirstRunNotice modal-confirm clear; showRuntimeSummary output channel + clipboard copy) expose the runtime surface to users.
VHS-REQ-619,VHS-SYS-REQ-004,Active,Runtime Settings,Git Prerequisite Detection And First-Run Guidance,src/extension.ts;src/tooling/gitPrerequisiteDetect.ts;src/ui/gitPrerequisiteNotice.ts,tests/unit/gitPrerequisiteDetect.test.ts;tests/unit/gitPrerequisiteNotice.test.ts;tests/unit/extensionActivationLazySideEffects.test.ts;tests/unit/requirementsDocs.test.ts,Activation probes git --version once via an injectable runner; cached detection drives a Git not detected status bar item plus a one-time first-run notice gated by globalState key vihs.firstRunGitNoticeShown; labviewViHistory.open refuses to run when Git is missing and offers an Install Git action linking to https://git-scm.com/downloads.
VHS-REQ-620,VHS-SYS-REQ-004,Active,Runtime Settings,Reactive Runtime Provider Selection And Quick-Pick,src/extension.ts;src/ui/runtimeAvailabilityNotice.ts;src/ui/runtimeReportPanel.ts;src/commands/openRuntimeReportPanelCommand.ts;src/reporting/comparisonReportAction.ts;src/tooling/dockerDaemonPlatform.ts;src/tooling/containerImageCatalog.ts;src/commands/pickRuntimeProviderCommand.ts;src/commands/runtimeCommands.ts,tests/unit/runtimeAvailabilityNotice.test.ts;tests/unit/runtimeAvailabilityWatcher.test.ts;tests/unit/runtimeReportPanel.test.ts;tests/unit/openRuntimeReportPanelCommand.test.ts;tests/unit/comparisonReportAction.test.ts;tests/unit/dockerDaemonPlatform.test.ts;tests/unit/containerImageCatalog.test.ts;tests/unit/pickRuntimeProviderCommand.test.ts;tests/unit/runtimeCommands.test.ts;tests/unit/requirementsDocs.test.ts,Status bar label is sourced from the persisted selection when satisfiable and from the auto-detection recommendation otherwise; the watcher subscribes to onDidChangeConfiguration filtered to viHistorySuite so a vihs CLI invocation or settings.json edit re-renders the label immediately from cached detection. The status bar item targets labviewViHistory.pickRuntimeProvider which now opens the Runtime & Report Settings panel (openRuntimeReportPanelCommand) built from cached detection (host installations + Docker if cliAvailable + Clear option); selecting a provider writes the three keys to ConfigurationTarget.Global via applyPickRuntimeProviderSelection and the bitness/version open-gate toasts open the same panel through the same command id. Show Runtime Summary appends a Drift line classifying selection vs recommendation alignment. When the selected docker image platform conflicts with the confirmed active Docker daemon mode the label renders a warning state with a conflict tooltip; the mode must be confirmed (explicit override or successful docker info probe) so an unknown mode never warns against a host-OS guess.
VHS-REQ-621,VHS-SYS-REQ-004,Active,Runtime Settings,Concurrent LabVIEW Bitness Conflict Diagnostic,src/reporting/comparisonReportRuntimeExecution.ts;src/reporting/comparisonRuntimeLocator.ts;src/reporting/comparisonRuntimeDoctor.ts;src/reporting/comparisonReportAction.ts;src/commands/openViHistoryCommand.ts,tests/unit/comparisonReportRuntimeExecution.test.ts;tests/unit/comparisonRuntimeLocator.test.ts;tests/unit/comparisonRuntimeDoctor.test.ts;tests/unit/comparisonReportAction.test.ts;tests/unit/openViHistoryCommand.test.ts;tests/unit/requirementsDocs.test.ts,Windows host preflight infers running LabVIEW bitness from Get-Process executable path (Program Files vs Program Files (x86)) and propagates labviewProcessBitness/labviewProcessExecutablePath through RuntimeProcessObservation. comparisonRuntimeLocator.locate short-circuits to blockedReason=windows-host-bitness-conflict when observed bitness differs from selected; comparisonRuntimeDoctor emits a next-action naming both bitnesses and viHistorySuite.labviewBitness. classifyRuntimeFailure rewrites command-exited-nonzero to labview-host-bitness-conflict when exit-snapshot LabVIEW bitness mismatches. The pre-launch windows-host-bitness-conflict block now surfaces a concise close-the-running-LabVIEW plus Retry Compare toast (no provider internals and no setting-switch text) and suppresses the auto-opened report while still persisting the packet; the mid-run labview-host-bitness-conflict failure keeps the verbose Pick Runtime Provider toast. The host-native rejection reason states the bitness conflict instead of the false LabVIEWCLI-not-located fallback (#530).
VHS-REQ-627,VHS-SYS-REQ-004,Active,Runtime Settings,LabVIEW CLI Prerequisite Gate For VI History Open,src/extension.ts;src/ui/runtimeAvailabilityNotice.ts,tests/unit/extensionActivationLazySideEffects.test.ts;tests/unit/runtimeAvailabilityNotice.test.ts;tests/unit/requirementsDocs.test.ts,"labviewViHistory.open consults the VHS-REQ-617 runtime availability watcher cached detection after the Git prerequisite gate and refuses to open the VI History panel with an Install LabVIEW warning toast when the LabVIEW CLI is not installed and no satisfiable Docker runtime is the active provider; a not-yet-ready detection and an active Docker provider allow the command so activation races and container users are never blocked."
VHS-REQ-629,VHS-SYS-REQ-004,Active,Runtime Settings,LabVIEW CLI Install Offer When LabVIEW Is Installed,src/extension.ts;src/ui/runtimeAvailabilityNotice.ts,tests/unit/runtimeAvailabilityNotice.test.ts;tests/unit/requirementsDocs.test.ts,"When the VHS-REQ-627 LabVIEW CLI gate blocks, the toast is tailored to the detected state: isLabviewHostInstalledWithoutCli (host installations present but no labviewCliPath) yields LABVIEW_CLI_MISSING_WITH_HOST_MESSAGE plus an Install LabVIEW CLI action opening INSTALL_LABVIEW_CLI_URL (the dedicated NI LabVIEW Command-Line Interface download, no srsltid token); no host installed keeps the original Install LabVIEW action and full-installer URL. presentLabviewCliOpenBlockedToast renders the decision message/action/URL; allow paths and the pure window-free decision are unchanged."
VHS-REQ-622,VHS-SYS-REQ-004,Active,Verification Infrastructure,Automated End-to-End Windows Runtime Conflict Verification Harness,scripts/runWindowsRuntimeMatrix.js;scripts/windows-runtime-matrix/Invoke-RuntimeMatrixSteadyState.ps1;scripts/windows-runtime-matrix/Close-LabviewProcesses.ps1;.github/workflows/windows-runtime-matrix.yml,tests/unit/runWindowsRuntimeMatrixScript.test.ts;tests/unit/requirementsDocs.test.ts;tests/unit/windowsRuntimeMatrixWorkflow.test.ts,Maintainer-driven Windows harness drives vihs --validate against a real running LabVIEW 2026 in both steady-state bitness directions (x64-host/x86-selected and x86-host/x64-selected); asserts runtimeBlockedReason=windows-host-bitness-conflict on the proof JSON; aggregates per-scenario outcomes into assurance-closeout-evidence/manual-vhs-req-621.json under schema vi-history-suite/runtime-matrix-evidence@v1. Race-condition reclassification (labview-host-bitness-conflict) is delegated to the existing unit-test contract at tests/unit/comparisonReportRuntimeExecution.test.ts. The dispatch-only workflow runs on the vihs-windows-labview-maintainer self-hosted runner under a trusted-ref allow-list and uploads matrix evidence + proofs as a build artifact.
VHS-REQ-623,VHS-SYS-REQ-007,Active,Comparison Reports,Windows Host-Native VI Server TCP Preflight Parity,src/reporting/comparisonReportRuntimeExecution.ts;src/reporting/comparisonReportPacket.ts;src/tooling/localRuntimeSettingsCli.ts,tests/unit/comparisonReportRuntimeExecution.test.ts;tests/unit/localRuntimeSettingsCli.test.ts;tests/unit/runWindowsRuntimeMatrixScript.test.ts;tests/unit/requirementsDocs.test.ts,"Before launching LabVIEWCLI, Windows host-native labview-cli runs read the LabVIEW.ini adjacent to the selected LabVIEW executable and block execution with blockedReason='windows-vi-server-tcp-disabled' when server.tcp.enabled=False is explicitly set, mirroring the Linux labview.conf preflight from VHS-REQ-156. The WindowsLabviewTcpSettings interface exposes a tri-state viServerTcpEnabled (true when enabled or absent — Windows defaults VI Server TCP on; false only on explicit False; 'unknown' when the ini is not readable). The block runs after preflightLinuxHostRuntimeSurface and before preflightWindowsHostRuntimeSurface, so the explicit ini-disabled signal wins over the bitness-conflict surface arm covered by VHS-REQ-621. The lvcompare engine is exempt because it does not connect to LabVIEW VI Server. The preflight does not auto-mutate LabVIEW.ini — write actions race with running LabVIEW IDE rewrites on clean shutdown. The vihs --validate runtime-validation proof serializes the observed host VI Server port (runtime.hostLabviewTcpPort) and its LabVIEW.ini path (runtime.hostLabviewIniPath) so real-hardware evidence proves a non-default server.tcp.port was admitted without a false conflict; the Windows runtime matrix harness port-A scenario derives its expected VI Server port from the selected install's own LabVIEW.ini (the same parse the product uses) rather than a hardcoded or operator-supplied constant, then asserts the admitted run's proof reports hostLabviewIniPath equal to that selected install's ini and hostLabviewTcpPort equal to the port parsed from it — keeping the contract correct for whatever port the operator configures and proving the product read the selected install rather than the latest-used one."
VHS-REQ-628,VHS-SYS-REQ-007,Active,Comparison Reports,Actionable VI Server Disabled Comparison Guidance,src/reporting/comparisonRuntimeDoctor.ts,tests/unit/comparisonRuntimeDoctor.test.ts;tests/unit/requirementsDocs.test.ts,"When a comparison is blocked with windows-vi-server-tcp-disabled or linux-vi-server-tcp-disabled (from the VHS-REQ-623 / VHS-REQ-156 preflights), deriveRuntimeDoctorNextAction emits a VI-Server-specific next-action that names enabling VI Server in LabVIEW (Tools → Options → VI Server) or setting server.tcp.enabled=True (LabVIEW.ini on Windows, labview.conf on Linux), then restarting LabVIEW and rerunning report generation. The next-action becomes the doctor summary's final line so the existing blocked-compare warning notification and history panel runtime result surface the same actionable guidance on both platforms. Detection stays in the compare-time preflights; this requirement owns only the user-facing next-action copy and does not add a pre-panel gate."
VHS-REQ-663,VHS-SYS-REQ-007,Active,Comparison Reports,Linux Container Bind-Mount Visibility Diagnostic,src/reporting/comparisonReportRuntimeExecution.ts,tests/unit/comparisonReportRuntimeExecution.test.ts;tests/unit/requirementsDocs.test.ts,"When a Linux container comparison fails with labview-cli-invalid-vi-path and the bind-mounted host report directory is outside the user's home directory, buildLinuxContainerBindMountVisibilityNote attaches an actionable diagnostic note naming snap-Docker bind-mount confinement (only the connected home interface is mounted by default) as the likely cause and the remediation (keep report storage under the home directory, or sudo snap connect docker:removable-media; native Docker is unaffected). executeComparisonReport appends the note to the failed run's diagnosticNotes for the linux-container provider only, derived from record.artifactPlan.reportDirectory and the resolved home directory, without changing failureReason or diagnosticReason."
VHS-REQ-630,VHS-SYS-REQ-007,Active,Comparison Reports,Actionable VI Server Guidance For LabVIEW CLI Connection Failure,src/reporting/comparisonReportRuntimeExecution.ts;src/reporting/comparisonRuntimeDoctor.ts,tests/unit/comparisonReportRuntimeExecution.test.ts;tests/unit/comparisonRuntimeDoctor.test.ts;tests/unit/requirementsDocs.test.ts,"When a host-native LabVIEWCLI compare attempt fails with labview-cli-connection-failed (LabVIEWCLI exit error -350000), classifyRuntimeFailure preserves the -350000 to labview-cli-connection-failed classification and deriveRuntimeDoctorNextAction emits a VI-Server-specific failed-state next-action naming VI Server (TCP/IP) disabled for the selected LabVIEW as the most common cause and the enable path (Tools → Options → VI Server / server.tcp.enabled=True and the configured port), restart LabVIEW, then rerun. Complements VHS-REQ-628 for the post-attempt case the VHS-REQ-623/156 ini preflight cannot catch (absent key, unreadable ini, or written only on clean LabVIEW exit). This requirement owns only the failed-state next-action copy beyond preserving the existing -350000 classification."
VHS-REQ-631,VHS-SYS-REQ-004,Active,Runtime Settings,Pre-Panel VI Server Prerequisite Gate For VI History Open,src/extension.ts;src/ui/runtimeAvailabilityNotice.ts,tests/unit/extensionActivationLazySideEffects.test.ts;tests/unit/runtimeAvailabilityNotice.test.ts;tests/unit/requirementsDocs.test.ts,"labviewViHistory.open consults the selected host LabVIEW VI Server config after the Git and LabVIEW-CLI gates and refuses to open the panel with a warning toast naming VI Server and the enable path unless server.tcp.enabled=True is explicit. isViServerExplicitlyEnabledInConfig requires an explicit True (case/quote/whitespace tolerant); absent key, False, and unreadable count as not enabled. decideViServerOpenGate allows on not-ready detection, active Docker provider, no resolvable host installation, or non-host platforms; otherwise it reads the Windows LabVIEW.ini adjacent to the selected exe or the Linux labview.conf candidates (reusing the VHS-REQ-156 builder) and blocks unless one is explicitly enabled. Strict open-gate-only rule; the compare-time VHS-REQ-623/156 preflight is unchanged. No TCP port probe. Accepted tradeoff: false-positive block for Windows hosts running VI Server on without an explicit key."
VHS-REQ-632,VHS-SYS-REQ-004,Active,Runtime Settings,Host LabVIEW Install Catalog Parity,src/tooling/labviewInstallCatalog.ts;src/tooling/runtimeAutoDetect.ts;src/reporting/comparisonRuntimeLocator.ts,tests/unit/labviewInstallCatalog.test.ts;tests/unit/runtimeAutoDetect.test.ts;tests/unit/comparisonRuntimeLocator.test.ts;tests/unit/requirementsDocs.test.ts,"Activation-time runtime detection (VHS-REQ-616) and the comparison runtime locator (VHS-REQ-155) derive their documented host LabVIEW/LabVIEWCLI/LVCompare install locations from one shared catalog (src/tooling/labviewInstallCatalog.ts) so the lightweight detector recognizes every documented LabVIEW and LabVIEW CLI filesystem install location the locator recognizes, preventing the LabVIEW CLI open gate from false-blocking a host the compare engine can serve. Activation detection resolves the host LabVIEW executable and LabVIEW CLI; LVCompare is a locator-only surface fed by the same catalog. Catalog supplies the supported year range, Linux quarterly (LabVIEW-<year>Q1-64/Q3) plus plain install dirs and shared nilvcli launchers, Windows LabVIEW <year>[ Q1| Q3] folders, the canonical 32-bit shared Windows LabVIEW CLI path, and LVCompare paths. detectLinux/WindowsHostInstallations enumerate the catalog (a quarterly-only Linux host is now detected); buildDocumentedRuntimeCandidates derives the same scan, with the Windows registry query remaining the locator-only superset for non-default installs. Catalog is pure (no VS Code/fs/child-process) so tooling and reporting consume it without a cycle. Activation detection stays filesystem-only; registry-only/custom-path parity is tracked separately."
VHS-REQ-633,VHS-SYS-REQ-004,Active,Runtime Settings,Manual LabVIEW Runtime Path Override,package.json;src/reporting/comparisonReportAction.ts;src/ui/runtimeAvailabilityNotice.ts;src/extension.ts,tests/unit/comparisonReportAction.test.ts;tests/unit/runtimeAvailabilityNotice.test.ts;tests/unit/packageManifest.test.ts;tests/unit/requirementsDocs.test.ts,"viHistorySuite.labviewCliPath and viHistorySuite.labviewExePath let users override host LabVIEW discovery for installs auto-detection does not cover. package.json contributes both as strings and lists both in capabilities.untrustedWorkspaces.restrictedConfigurations (they name executables the comparison launches, so untrusted workspaces cannot supply them). readComparisonRuntimeSettings reads both (trimmed; blank -> undefined) into ComparisonRuntimeSettings, so locateComparisonRuntime builds configured candidates and returns configured-labview-cli-path-missing/configured-labview-exe-path-missing for a non-existent path. decideLabviewCliOpenGate allows labviewViHistory.open when a non-empty labviewCliPath is configured, trusting the override (gate stays pure/window-free, no stat); extension.ts passes the configured path. Existence validation stays with the compare-time locator, making the runtime doctor's pre-existing set-the-path guidance functional end to end."
VHS-REQ-634,VHS-SYS-REQ-004,Active,Runtime Settings,Authoritative Host Fallback For LabVIEW CLI Open Gate,src/reporting/comparisonRuntimeLocator.ts;src/ui/runtimeAvailabilityNotice.ts;src/extension.ts,tests/unit/comparisonRuntimeLocator.test.ts;tests/unit/extensionActivationLazySideEffects.test.ts;tests/unit/runtimeAvailabilityNotice.test.ts;tests/unit/requirementsDocs.test.ts,"When the synchronous LabVIEW CLI open gate (VHS-REQ-627) would block labviewViHistory.open from the filesystem-only activation detection (VHS-REQ-616), the open command consults a bounded on-demand authoritative probe before blocking so a Windows registry-resolved / custom-path LabVIEW install the detector cannot see (it never queries the registry) does not false-block. probeWindowsRegistryHostLabviewAvailable reuses the locator's shipped reg query plans+parser and returns true only when a registry-resolved LabVIEW.exe (named directly, or derived from the National Instruments install-directory Path value the stock NI registry actually records) exists on disk AND the shared Windows LabVIEW CLI exists on disk; it performs no container/process probes and never throws. decideLabviewCliOpenGateWithRegistryFallback returns the base decision unless it is block on Windows with a probe supplied, then allows when the probe reports available (fail-closed to the base block on throw). extension.ts awaits the fallback with the registry probe only on the block branch. The synchronous decideLabviewCliOpenGate contract (VHS-REQ-627/629/633) is unchanged; activation detection stays filesystem-only."
VHS-REQ-635,VHS-SYS-REQ-018,Active,Git History Eligibility,Selected-File On-Demand Eligibility,src/extension.ts;src/commands/openViHistoryCommand.ts;src/services/viHistoryModel.ts;src/services/viHistoryService.ts;src/git/gitCli.ts;package.json,tests/unit/extensionActivationLazySideEffects.test.ts;tests/unit/openViHistoryCommand.test.ts;tests/unit/viHistoryModel.test.ts;tests/unit/viHistoryService.test.ts;tests/unit/gitCli.test.ts;tests/unit/packageManifest.test.ts;tests/unit/requirementsDocs.test.ts,Opening VI History evaluates only the selected file and does not require repository-wide VI indexing before producing history or an ineligibility message; the extension API keeps refreshEligibility non-enumerating and resolves Git lazily for the requested loadHistory URI.
VHS-REQ-636,VHS-SYS-REQ-004,Active,Runtime Settings,Pre-Panel LabVIEW Bitness Conflict Gate For VI History Open,src/extension.ts;src/ui/runtimeAvailabilityNotice.ts;src/reporting/comparisonReportRuntimeExecution.ts,tests/unit/runtimeAvailabilityNotice.test.ts;tests/unit/comparisonReportRuntimeExecution.test.ts;tests/unit/extensionActivationLazySideEffects.test.ts;tests/unit/requirementsDocs.test.ts,"labviewViHistory.open consults a bounded Windows-only running-process bitness observation after the VI Server gate (VHS-REQ-631) and refuses to open the panel with a plain-language toast naming the running and selected LabVIEW year/bitness when an observed LabVIEW.exe bitness differs from viHistorySuite.labviewBitness; the toast offers a Pick Runtime Provider action invoking labviewViHistory.pickRuntimeProvider. decideBitnessOpenGate fails open on unavailable detection, non-Windows, Docker provider, no host install, unknown or matching bitness, or observation error. Compare-time VHS-REQ-621 detection and classification is unchanged."
VHS-REQ-637,VHS-SYS-REQ-004,Active,Runtime Settings,Pre-Panel LabVIEW Version Mismatch Gate For VI History Open,src/extension.ts;src/ui/runtimeAvailabilityNotice.ts;src/reporting/comparisonReportRuntimeExecution.ts,tests/unit/runtimeAvailabilityNotice.test.ts;tests/unit/comparisonReportRuntimeExecution.test.ts;tests/unit/extensionActivationLazySideEffects.test.ts;tests/unit/requirementsDocs.test.ts,"labviewViHistory.open consults a bounded Windows-only running-process year observation after the VHS-REQ-636 bitness gate and refuses to open the panel with a plain-language toast naming the running and selected LabVIEW year/bitness when an observed LabVIEW.exe year differs from viHistorySuite.labviewVersion while bitness matches; the toast offers a Pick Runtime Provider action invoking labviewViHistory.pickRuntimeProvider and a Docker-on-x64 recovery option. decideVersionOpenGate fails open on unavailable detection, non-Windows, Docker provider, no host install, differing bitness (deferred to VHS-REQ-636), unknown or matching year, or observation error. Matching-version sessions remain admitted; compare-time VHS-REQ-621 and VHS-REQ-155 are unchanged."
VHS-REQ-638,VHS-SYS-REQ-008,Active,Comparison Reports,Comparison Report VI History Re-Entry Action,src/reporting/comparisonReportAction.ts;src/reporting/comparisonReportExport.ts;src/extension.ts;package.json,tests/unit/comparisonReportAction.test.ts;tests/unit/extensionActivationLazySideEffects.test.ts;tests/unit/packageManifest.test.ts,"A comparison-report title-bar VI History action re-opens VI History for the report source VI by delegating to labviewViHistory.open so trust/Git/LabVIEW gates still apply; the report opens beside the history panel so the history view stays visible. This provides the post-Compare re-entry path without broadening the explorer/editor context-menu when-clause, which stays resourceExtname-scoped (VHS-REQ-004 unchanged)."
VHS-REQ-639,VHS-SYS-REQ-001,Active,History Panel,Commit Body In History Panel,src/git/gitCli.ts;src/services/viHistoryModel.ts;src/ui/historyPanel.ts,tests/unit/gitCli.test.ts;tests/unit/historyPanelRendering.test.ts;tests/integration/suite/extensionHost.test.ts,"Commit body column replaces the adjacent-pair column; the Git commit body (git format %b) is captured per retained revision and rendered HTML-escaped with multi-line preserved and an empty-body fallback. No regression of VHS-REQ-007 NUL/control-safe parsing, VHS-REQ-008 bounded queries, VHS-REQ-017 escaping, or VHS-REQ-133 explicit compare selection."
VHS-REQ-640,VHS-SYS-REQ-008,Active,Comparison Reports,Self-Contained Single-File Comparison Report Output,src/reporting/comparisonReportExecutionPlan.ts;src/reporting/comparisonReportPlan.ts;src/reporting/comparisonReportAction.ts,tests/unit/comparisonReportExecutionPlan.test.ts;tests/unit/comparisonReportAction.test.ts,"Comparison reports are generated as a self-contained single-file HTML (-ReportType htmlsinglefile) with difference images embedded as data URIs, eliminating the per-image webview sub-requests that previously exhausted the resource loader on large reports and left images showing their path text. Applied uniformly across host-native, Linux container, and Windows container providers. Newly generated reports need no sibling <report>_files assets directory; previously retained multi-file reports still render via the interim lazy-image-loading path."
VHS-REQ-641,VHS-SYS-REQ-008,Active,Comparison Reports,Working-Tree (Uncommitted) Comparison Against a Prior Revision,src/git/gitCli.ts;src/services/viHistoryModel.ts;src/reporting/comparisonReportPreflight.ts;src/reporting/comparisonReportRuntimeExecution.ts;src/reporting/comparisonReportAction.ts;src/reporting/comparisonReportPacket.ts;src/commands/openViHistoryCommand.ts;src/ui/historyPanel.ts;src/dashboard/worktreeSnapshotIndex.ts;src/dashboard/comparisonReportArchive.ts;src/dashboard/multiReportDashboard.ts;package.json,tests/unit/gitCli.test.ts;tests/unit/viHistoryModel.test.ts;tests/unit/comparisonReportPreflight.test.ts;tests/unit/comparisonReportRuntimeExecution.test.ts;tests/unit/comparisonReportAction.test.ts;tests/unit/openViHistoryCommand.test.ts;tests/unit/worktreeSnapshotIndex.test.ts;tests/unit/comparisonReportArchive.test.ts;tests/unit/multiReportDashboard.test.ts,"Detects uncommitted working-tree changes to a tracked VI (git status --porcelain scoped to the path) and lets the user compare the on-disk file against the newest commit (HEAD) via a reserved WORKTREE revision sentinel. The sentinel side reads bytes from disk instead of git show, and the selected-revision tree materializer stages the base commit tree as dependency context. A VI with one commit plus uncommitted changes becomes eligible. Working-tree comparisons are read-only. Phase 3 (issue #1366) retains a working-tree comparison when it produces a content-addressed snapshot identity: it is archived under a content-addressed pair-ID (WORKTREE:<snapshotId>), appended to a persisted per-VI worktree-snapshot-index@v1 retention index (worktreeSnapshotIndex.ts) with a keep-last-N limit (viHistorySuite.comparison.worktreeSnapshotRetentionLimit, default 5, 0 disables), and surfaced in the dashboard as a non-reproducible uncommitted snapshot entry; evicted snapshots' archive dirs are garbage-collected. A run that produced no snapshot identity (blocked/daemon-down) stays unarchived. The history panel pins a selectable working-tree row so the on-disk version can be paired with any committed revision (not only HEAD)."
VHS-REQ-642,VHS-SYS-REQ-007,Active,Comparison Reports,Docker Daemon Not Running Comparison Toast,src/reporting/comparisonReportAction.ts;src/commands/openViHistoryCommand.ts;src/ui/historyPanelTracker.ts,tests/unit/comparisonReportAction.test.ts;tests/unit/openViHistoryCommand.test.ts;tests/unit/requirementsDocs.test.ts,"When a comparison blocks because the Docker daemon is unreachable (dockerDaemonReachable=false and dockerCliAvailable!=false, i.e. the CLI is not confirmed absent: true or undefined) under blockedReason docker-provider-unavailable/docker-only-provider-unavailable/auto-docker-installed-provider-unavailable, isDockerDaemonNotRunningBlock returns true. The !=false CLI check mirrors the doctor next-action partition in deriveContainerRecoveryAction (dockerCliAvailable=false steers to install Docker; any other state with an unreachable daemon steers to start Docker Desktop), so the concise toast fires for the real-world dockerCliAvailable=undefined shape instead of leaking the verbose toast and auto-opened report; the daemon side stays strict so dockerDaemonReachable=undefined returns false. The action surfaces dockerCliAvailable/dockerDaemonReachable plus the selected platform and outcome blocked-docker-daemon-not-running, and suppresses the report webview unless archiving genuinely failed (archiveFailureReason=retained-archive-write-failed), falling through to open the webview directly only on a real archive write failure so diagnostics are never lost. A working-tree comparison intentionally not archived (VHS-REQ-641, archiveFailureReason=retained-archive-unavailable, retainedArchiveAvailable=false) is still suppressed because the guard keys on the genuine write-failure reason rather than retainedArchiveAvailable, fixing the leaked auto-opened report tab for daemon-down working-tree compares. openViHistoryCommand shows a single platform-aware toast built by buildDockerDaemonNotRunningMessage (Docker Desktop on win32, the Docker daemon otherwise) with Retry (re-run same pair) and Show diagnostics (open retained packet) instead of the verbose runtime warning. All other blocked and failed reasons keep their existing diagnostics surface."
VHS-REQ-643,VHS-SYS-REQ-007,Active,Comparison Reports,Docker Not Installed Comparison Toast,src/reporting/comparisonReportAction.ts;src/commands/openViHistoryCommand.ts;src/ui/historyPanelTracker.ts,tests/unit/comparisonReportAction.test.ts;tests/unit/openViHistoryCommand.test.ts;tests/unit/requirementsDocs.test.ts,"Sibling of VHS-REQ-642 for the Docker-not-installed case (dockerCliAvailable=false) under blockedReason docker-provider-unavailable/docker-only-provider-unavailable/auto-docker-installed-provider-unavailable: isDockerNotInstalledBlock returns true (mutually exclusive with the daemon-down predicate on dockerCliAvailable); the action returns outcome blocked-docker-not-installed and suppresses the report webview unless archiving genuinely failed (archiveFailureReason=retained-archive-write-failed), falling through to open the webview directly only on a real archive write failure so diagnostics are never lost. A working-tree comparison intentionally not archived (VHS-REQ-641, retained-archive-unavailable) is still suppressed. openViHistoryCommand shows a single platform-aware toast built by buildDockerNotInstalledMessage (Docker Desktop on win32, Docker otherwise) with Install Docker (opens INSTALL_DOCKER_URL via openExternal) and Show diagnostics (open retained packet) instead of the verbose runtime warning. No automatic install or process launch; link only. The VHS-REQ-642 daemon-down toast and all other blocked/failed reasons are unchanged."
