Path,Classification,RtmCoverage,Notes
tests/unit/controlPlaneLoopWorkflow.test.ts,mapped,Yes,"Contract test for the control-plane loop workflow (VHS-REQ-698) asserting board-read-only least-privilege permissions (contents:read + issues:write, no Project write), manual-dispatch-only triggers, ordered render-then-upsert steps, marker-based sticky-issue upsert, and the Tier-1 apply step gated on the provisioned Projects secret; mapped to VHS-REQ-698."
tests/unit/controlPlaneApplyScript.test.ts,mapped,Yes,"Tests for the control-plane loop Tier-1 apply (VHS-REQ-698) covering the pure field-target resolver (only Status=Done/Evidence=Proven), the gh executor's Tier-1 refusal of unsupported updates, and the apply orchestration honoring the enable flag (no-op when disabled, applies+logs verified closures when enabled, never inferring); mapped to VHS-REQ-698."
tests/unit/checkIntegrationCoverageLaneScript.test.ts,mapped,Yes,"Tests for the self-hosted integration-coverage lane gate (VHS-REQ-690) covering the pure evaluator (compliant lane, missing workflow, forbidden trigger, write permission, unset permissions, non-self-hosted runner, missing trusted-ref guard) and the shipped lane satisfying its own contract; mapped to VHS-REQ-690."
tests/unit/checkGovernanceGatesScript.test.ts,mapped,Yes,"Tests for the governance gate-tooling integrity gate (VHS-REQ-681) covering the pure evaluator (pass, script-missing, alias-missing, alias-mismatch, malformed/duplicate), the renderer, and the shipped manifest passing against the real repo; mapped to VHS-REQ-681."
tests/unit/checkBuildInfoIntegrityScript.test.ts,mapped,Yes,"Tests for the build-info contract integrity gate (VHS-REQ-683) covering the pure validator (ok, non-object, missing key, invalid/mismatched version, malformed/empty commit), the generator-driven contract check with an injected generator, and the real generator satisfying the contract; mapped to VHS-REQ-683."
tests/unit/checkEnvSyncScript.test.ts,mapped,Yes,"Tests for the agent environment-consistency core (VHS-REQ-697) covering the hard/advisory verdict, the lockfile-hash marker record/compare roundtrip, and enforce/report/record exit codes with injected fs; mapped to VHS-REQ-697."
tests/unit/installGitHooksScript.test.ts,mapped,Yes,"Tests for the idempotent git-hook enabler (VHS-REQ-697) covering set/already-set/skip-outside-work-tree/failure with injected spawnSync; mapped to VHS-REQ-697."
tests/unit/checkAdrIndexScript.test.ts,mapped,Yes,"Tests for the ADR infrastructure gate (checkAdrIndex.js) covering index/template presence, missing file/index agreement, numbering gaps, required field/section checks, header status validation, supersession forward-linkage, index title/status agreement, SYRS coverage, and reverse SRS/SYRS citation validation over synthetic ADR fixtures; mapped to VHS-REQ-681."
tests/unit/checkAgentDelegationScript.test.ts,mapped,Yes,"Tests for the agent-delegation drift gate (checkAgentDelegation.js) covering dropdown option extraction, non-agent dropdown skipping, unknown-agent failure, orphan-route detection, 'Use when' trigger presence/distinctness, skill-link integrity, and the real issue templates; mapped to VHS-REQ-681."
tests/unit/buildInfo.test.ts,mapped,Yes,Build info tests; mapped to VHS-REQ-683.
tests/unit/checkDevDependencies.test.ts,mapped,Yes,Contributor dev-loop dependency preflight tests; mapped to VHS-REQ-681.
tests/unit/closeoutEvidenceScript.test.ts,mapped,Yes,Closeout evidence automation Docker runner standards audit snapshot standards toolchain provenance coverage-risk mapping and DoD evidence-source hygiene tests; mapped to VHS-REQ-601 VHS-REQ-613 and VHS-REQ-615.
tests/unit/assuranceStateScript.test.ts,mapped,Yes,Local assurance-state evidence model generator unit tests for retained audit normalization classification and provenance; mapped to VHS-REQ-615.
tests/unit/supplyChainStateScript.test.ts,mapped,Yes,"Supply-chain state read-model unit tests covering per-artifact builders, rollup status, Markdown escaping, and CLI strict/output behavior; mapped to VHS-REQ-668."
tests/unit/releaseStateScript.test.ts,mapped,Yes,"Release-state read-model unit tests covering per-stage derivation with injected git/gh/vsce signals, furthest-stage and stage-gap logic, two-key authority derivation, rollup status, strict exit, and schema mode; mapped to VHS-REQ-670."
tests/unit/issueStandardsTriageScript.test.ts,mapped,Yes,Local issue standards-triage helper tests covering argument parsing Docker command construction artifact capture and image-missing fail-fast behavior; mapped to VHS-REQ-700.
tests/unit/fileLinuxValidationGapScript.test.ts,mapped,Yes,Tests for the maintainer Linux-validation gap auto-filer script (issue #259); covers parse/detect/compose and the injected gh boundary; mapped to VHS-REQ-700.
tests/unit/definitionOfDoneGate.test.ts,mapped,Yes,Definition-of-Done gate checker tests; mapped to VHS-REQ-615.
tests/unit/documentationWorkbenchGate.test.ts,mapped,Yes,Tests for the documentation workbench gate covering surface presence checks fail-closed behavior and the required-surfaces contract; mapped to VHS-REQ-681.
tests/unit/coverageMapScript.test.ts,mapped,Yes,Coverage traceability map tests; mapped to VHS-REQ-613.
tests/unit/docsLinkCheckScript.test.ts,mapped,Yes,Documentation link-check command tests including generated validation/evidence root exclusions; mapped to VHS-REQ-597.
tests/unit/bundledDocumentation.test.ts,mapped,Yes,Bundled documentation manifest/page asset verification coverage; mapped through RTM to VHS-REQ-611.
tests/unit/bundledDocumentationAction.test.ts,mapped,Yes,Bundled documentation command/action routing verification coverage; mapped through RTM to VHS-REQ-611.
tests/unit/comparisonReportArchive.test.ts,mapped,Yes,Dashboard comparison report archive tests; mapped to VHS-REQ-610.
tests/unit/comparisonReportAction.test.ts,mapped,Yes,Comparison report action orchestration tests; mapped to VHS-REQ-133 VHS-REQ-148 and VHS-REQ-155.
tests/unit/comparisonReportExecutionPlan.test.ts,mapped,Yes,Comparison report execution plan tests; mapped through RTM (VHS-REQ-156).
tests/unit/comparisonReportExport.test.ts,mapped,Yes,Comparison report export tests; mapped to VHS-REQ-626.
tests/unit/comparisonReportPacket.test.ts,mapped,Yes,Comparison report packet tests; mapped through RTM.
tests/unit/comparisonReportPreflight.test.ts,mapped,Yes,Comparison report preflight tests; mapped through RTM.
tests/unit/comparisonReportRuntimeExecution.test.ts,mapped,Yes,Comparison runtime execution tests; mapped through RTM including VHS-REQ-630 connection-failure classification preservation.
tests/unit/comparisonReportRuntimeExecutionWorktreeSnapshot.test.ts,supporting,No,"Pure worktree-snapshot identity/provenance unit tests (content-addressed identity stability, sentinel-side selection, provenance note formatting); supporting VHS-REQ-641."
tests/unit/linuxLabviewConfigPaths.test.ts,supporting,No,"Pure Linux LabVIEW config-path unit tests (labview.conf candidate derivation for x64/x86/unknown bitness, executable-path year inference); supporting VHS-REQ-156."
tests/unit/containerWorkspaceArgRewrite.test.ts,supporting,No,"Pure container-workspace argument rewriter unit tests (Windows/Linux staging-path remapping, LabVIEW path override and fallback, short-operand guards); supporting VHS-REQ-657."
tests/unit/selectedTreeMaterializeErrorClassification.test.ts,supporting,No,"Pure selected-tree materialize error classifier unit tests (Win32/POSIX long-path spellings, string coercion, unrecognized/null passthrough); supporting VHS-REQ-624."
tests/unit/submoduleGitlinkParsing.test.ts,supporting,No,"Pure git ls-tree submodule gitlink parser unit tests (gitlink filtering, verbatim path preservation, malformed-record skipping, empty output); supporting VHS-REQ-624."
tests/unit/labviewCliPortArg.test.ts,supporting,No,"Pure LabVIEW CLI port-argument helper unit tests (append, in-place replace, non-positive/non-integer passthrough, input immutability); supporting VHS-REQ-631."
tests/unit/comparisonRuntimeDoctor.test.ts,mapped,Yes,Comparison runtime doctor tests; mapped through RTM.
tests/unit/comparisonRuntimeLocator.test.ts,mapped,Yes,Comparison runtime locator tests; mapped through RTM.
tests/unit/windowsRegistryCandidateParsing.test.ts,supporting,No,"Pure Windows registry LabVIEW candidate parser unit tests (direct-exe and install-directory forms, dedup, unsupported-year drop, supported-year keep, empty input); supporting VHS-REQ-634."
tests/unit/documentedRuntimeCandidates.test.ts,supporting,No,"Pure documented runtime candidate builder unit tests (Windows registry query plans, win32/linux scan-candidate construction, unsupported-platform empty result); supporting VHS-REQ-632."
tests/unit/dashboardEtaAccuracy.test.ts,mapped,Yes,Dashboard ETA accuracy tests; mapped to VHS-REQ-610.
tests/unit/dashboardLatestRun.test.ts,mapped,Yes,Dashboard latest-run record tests; mapped to VHS-REQ-610.
tests/unit/devHostLoop.test.ts,mapped,Yes,Development host loop tests; mapped to VHS-REQ-683.
tests/unit/diagnosticsRecorder.test.ts,mapped,Yes,Comparison runtime diagnostics bundle recorder tests; mapped to VHS-REQ-148 retained runtime evidence.
tests/unit/labviewCliIni.test.ts,mapped,Yes,LabVIEWCLI.ini connect-window hardening helper tests; mapped to VHS-REQ-148.
tests/unit/windowsContainerLabviewCliScript.test.ts,mapped,Yes,Windows-container LabVIEW CLI script builder cliConnectTimeoutSeconds parity tests; mapped to VHS-REQ-148.
tests/unit/linuxContainerLabviewCliScript.test.ts,mapped,Yes,Linux-container LabVIEW CLI script builder connect-window hardening and cold-launch retry parity tests; mapped to VHS-REQ-148.
tests/unit/explicitComparePairWorkflow.test.ts,mapped,Yes,Explicit compare pair workflow tests; mapped through RTM.
tests/unit/extensionActivationLazySideEffects.test.ts,mapped,Yes,Extension activation tests; mapped through RTM including VHS-REQ-082 primary command handler VHS-REQ-627 LabVIEW CLI open gate wiring VHS-REQ-631 VI Server open gate wiring VHS-REQ-634 registry fallback wiring VHS-REQ-635 selected-file on-demand loading and VHS-REQ-651 command registration.
tests/unit/generateBuildInfo.test.ts,mapped,Yes,Build info generator tests; mapped to VHS-REQ-683.
tests/unit/gitApi.test.ts,mapped,Yes,Unit verification coverage for Git API wrapper; mapped through RTM.
tests/unit/gitCli.test.ts,mapped,Yes,Git CLI tests; mapped through RTM.
tests/unit/historyPanelRendering.test.ts,mapped,Yes,History panel rendering tests; mapped through RTM.
tests/unit/historyPanelTracker.test.ts,mapped,Yes,History panel tracker tests; mapped through RTM.
tests/unit/historyReviewPacket.test.ts,mapped,Yes,History review packet tests; mapped through RTM.
tests/unit/integrationHostRuntime.test.ts,mapped,Yes,Integration host runtime tests incl. Windows VS Code readiness guard; mapped to VHS-REQ-598.
tests/unit/integrationHostStage.test.ts,mapped,Yes,"Integration host stage tests covering runtime-dependency stage-entry expansion, no-dependency fallback, and recursive file+directory staging copy; testing infrastructure; mapped to VHS-REQ-685."
tests/unit/localRuntimeSettingsCli.test.ts,mapped,Yes,Installed runtime settings CLI direct tests; mapped to VHS-REQ-612.
tests/unit/localRuntimeSettingsShellEscaping.test.ts,supporting,No,"Shell/path escaping unit tests (platform launcher selection, PATH prepend separator, win32/posix launcher quoting with embedded-quote escaping, batch-echo and single-quote escaping); supporting VHS-REQ-623."
tests/unit/localRuntimeSettingsRuntimeStatus.test.ts,supporting,No,"Runtime settings value normalizer + status mapper unit tests (bitness/provider normalization + rejection, supported-year predicate, persisted-fact formatting, platform resolution + rejection, blocked-reason error-code/proof-status/implementation-status mapping); supporting VHS-REQ-623."
tests/unit/localRuntimeSettingsFileText.test.ts,supporting,No,"Settings-file text/JSONC transform unit tests (BOM strip, JSONC normalize accept/reject, nested edit + EOL, EOL detection, terminal newline, workspace-target rejection, ENOENT predicate, trimmed property read); supporting VHS-REQ-612."
tests/unit/localRuntimeSettingsEnvironmentReport.test.ts,supporting,No,"Environment redaction unit tests (secret-like key classification, PATH-like never redacted, ordinary keys kept, sorted+redacted reportable environment, undefined-as-empty); supporting VHS-REQ-612."
tests/unit/marketplaceReleaseWorkflow.test.ts,mapped,Yes,Marketplace release workflow tests; mapped through RTM including VHS-REQ-615 release-readiness evidence and VHS-REQ-609 Marketplace release automation.
tests/unit/releaseReadinessScript.test.ts,mapped,Yes,Release-readiness verdict aggregator unit tests (composed risk-ledger manifest-digest and version/CHANGELOG checks advisory status strict exit and display-only runtime attestation fixtures); mapped to VHS-REQ-615.
tests/unit/marketplaceListingVerification.test.ts,mapped,Yes,Marketplace listing verification retry tests; mapped to VHS-REQ-609.
tests/unit/multiReportDashboard.test.ts,mapped,Yes,Multi-report dashboard rendering and concentration tests; mapped to VHS-REQ-610.
tests/unit/multiReportDashboardPreparationSummary.test.ts,supporting,No,"Dashboard preparation-summary formatting unit tests (duration format ceil/floor, signed duration, retained-complete/backfill/seeded/unavailable summary modes with follow-up guidance); supporting VHS-REQ-610."
tests/unit/multiReportDashboardPairLedger.test.ts,supporting,No,"Dashboard pair-metadata ledger rendering unit tests (overview caption/attribute/detail-heading/detail-item ledger formatting, no-metadata note, metadata grid, HTML escaping); supporting VHS-REQ-610."
tests/unit/multiReportDashboardOverviewImages.test.ts,supporting,No,"Dashboard overview image grouping unit tests (caption priority ranking, group-by-caption with position sort, priority-then-original ordering, empty input); supporting VHS-REQ-610."
tests/unit/multiReportDashboardPairOrdinals.test.ts,supporting,No,"Dashboard pair-ordinal helper unit tests (resolve known/drop unknown/sort ascending, empty/single/multi ordinal summary forms); supporting VHS-REQ-610."
tests/unit/multiReportDashboardDataUriImage.test.ts,supporting,No,"Dashboard data-URI image decoding unit tests (PNG decode + content hash, jpeg->jpg normalization, post-base64 whitespace tolerance, non-data-URI/empty payload undefined, content-addressed hashing); supporting VHS-REQ-640."
tests/unit/multiReportDashboardArtifactPlan.test.ts,supporting,No,"Dashboard artifact-plan builder unit tests (storageRoot/dashboards/repoId/fileId/windowId nesting, json/html/assets paths, determinism and divergence on file/commit-window change); supporting VHS-REQ-610."
tests/unit/multiReportDashboardSourceRecord.test.ts,supporting,No,"Dashboard archived-source-record helper unit tests (artifact links with/without generated report, provider label with default engine, evidence-state classification, adjacent commit pairing); supporting VHS-REQ-610."
tests/unit/multiReportDashboardSummary.test.ts,supporting,No,"Dashboard summary aggregation unit tests (complete/incomplete window, missing/failed/blocked pair id lists, provider summaries, overview/attribute/detail/evidence summaries with pair ordinals); supporting VHS-REQ-610."
tests/unit/multiReportDashboardAction.test.ts,mapped,Yes,Multi-report dashboard action routing tests; mapped to VHS-REQ-610.
tests/unit/niComparisonReportParser.test.ts,mapped,Yes,NI comparison report parser tests; mapped to VHS-REQ-610.
tests/unit/comparisonDetailItemGeometry.test.ts,mapped,Yes,Unit tests for the comparison detail-item geometry extractor (change type + object kind/name + diagram coordinate); mapped to VHS-REQ-703.
tests/unit/openViHistoryCommand.test.ts,mapped,Yes,Open VI history command tests; mapped through RTM.
tests/unit/comparisonRuntimeDoctorSummaryParsing.test.ts,supporting,No,"Runtime-doctor-summary parser unit tests (next-action line, selected-provider, provider-request/legacy-execution-mode, container-acquisition-state, rejected-provider summary, legacy execution-mode mapping); supporting VHS-REQ-620."
tests/unit/openViHistoryCommandMessages.test.ts,supporting,No,"User-facing command message unit tests (untrusted-workspace warning, Program Files lv_icon.vi detection, git-resolution-failure predicate, history-load failure guidance, ineligibility message combinations); supporting VHS-REQ-620."
tests/unit/comparisonRuntimeStatusPrimitives.test.ts,supporting,No,"Comparison-runtime status/selection primitive unit tests (blocked predicate, panel status mapping, progress-status classification, command label, terminal-punctuation trim, explicit comparison pair resolution incl. worktree sentinel); supporting VHS-REQ-620."
tests/unit/packageManifest.test.ts,mapped,Yes,Package manifest tests; mapped through RTM including VHS-REQ-626 export command contribution VHS-REQ-645 settings contribution checks VHS-REQ-651 Command Palette exclusion and VHS-REQ-659 VI Preview custom editor contribution.
tests/unit/packageRuntimeSurfaceAudit.test.ts,mapped,Yes,Package runtime surface audit tests; mapped through RTM.
tests/unit/packageTestVsixWorkflow.test.ts,mapped,Yes,Package test VSIX workflow tests; mapped through RTM.
tests/unit/preparePublicRepoCloneScript.test.ts,mapped,Yes,"Public repo clone script tests covering supported-URL validation, remote-head-branch parse, and effective-option resolution over the clone core; CI infrastructure; mapped to VHS-REQ-684."
tests/unit/preparePublicTestFixtureScript.test.ts,mapped,Yes,"Public test fixture script tests covering the canonical icon-editor default repo/branch/target preparation; testing infrastructure; mapped to VHS-REQ-684."
tests/unit/publicDevcontainerSurface.test.ts,mapped,Yes,Public devcontainer surface tests; mapped through RTM.
tests/unit/publicDocSourceLinks.test.ts,mapped,Yes,Public doc source links tests; mapped through RTM.
tests/unit/requirementsDocs.test.ts,mapped,Yes,Requirements documentation tests; mapped through RTM.
tests/unit/retainedDashboardEvidence.test.ts,mapped,Yes,Retained dashboard evidence seeding tests; mapped to VHS-REQ-610.
tests/unit/reviewDecisionRecord.test.ts,mapped,Yes,Review decision record persistence and action tests; mapped to VHS-REQ-610.
tests/unit/reviewDecisionRecordAction.test.ts,supporting,No,Decision record action orchestration unit tests covering outcome branches; supporting VHS-REQ-610 dashboard aggregate review.
tests/unit/repositoryTarget.test.ts,supporting,No,Shared semantic repository-target validator unit tests (root require/resolve and repository-relative path-escape guard); supporting VHS-REQ-662 semantic comparison models.
tests/unit/execFileText.test.ts,supporting,No,Shared structured execFile text runner unit tests (success/non-zero/spawn-error/non-numeric-code mapping via injected runner); supporting VHS-REQ-659.
tests/unit/cliFlags.test.ts,supporting,No,"Shared strict CLI flag scanner unit tests (bool/value dispatch, unknown-argument throw, missing-value throw, usage suffix, trim vs reject-flag-like value modes); supporting VHS-REQ-614."
tests/unit/pathStyle.test.ts,supporting,No,"Shared POSIX-aware path helper unit tests (usesExplicitPosixPathStyle predicate, joinPreservingExplicitPathStyle posix vs platform join and backslash normalization); supporting VHS-REQ-610."
tests/unit/providerDecisions.test.ts,supporting,No,"Pure provider-decision assembler unit tests (buildProviderDecisions container/host-native selection and rejection reason mapping across requested-provider, execution-mode, docker-availability, blocked-reason, bitness, and host-runtime-conflict branches); supporting VHS-REQ-657."
tests/unit/fsExists.test.ts,supporting,No,"Shared filesystem-existence predicate unit tests (pathExistsViaFsAccess true for existing file/directory, false for missing path); supporting VHS-REQ-610."
tests/unit/clock.test.ts,supporting,No,"Shared default ISO-8601 clock unit tests (nowIso UTC millisecond-precision format, deterministic fake-timer system-time reflection and advance, and a tolerant near-real-time sanity window hardened against Windows timer-resolution flakiness); supporting VHS-REQ-610."
tests/unit/errorMessage.test.ts,supporting,No,"Shared error-message coercion unit tests (errorMessage returns Error.message for Error/subclass, String() for non-Error string/number/null/undefined); supporting VHS-REQ-610."
tests/unit/escapeHtml.test.ts,supporting,No,"Shared HTML text escaper unit tests (escapeHtml escapes the five HTML-significant characters, ampersand-first ordering, all occurrences); supporting VHS-REQ-610."
tests/unit/cacheKey.test.ts,supporting,No,"Shared cache-key validator unit tests (isSha256HexKey accepts 64-char lowercase hex, rejects wrong length/uppercase/non-hex/empty); supporting VHS-REQ-610."
tests/unit/semver.test.ts,mapped,Yes,"Dependency-free SemVer 2.0 utility unit tests (parse/validate, prerelease precedence chain, build-metadata ignored, invalid sorts last, Array.sort comparator); mapped to VHS-REQ-676."
tests/unit/devToolsResolver.test.ts,mapped,Yes,"Runtime dev-tools resolver unit tests (setting normalization fail-closed, bundled vs pinned launch decision, workspace-trust + integrity gating, install download/verify/mark/remove-on-failure, opt-in stable-only update plan + notice); mapped to VHS-REQ-677."
tests/unit/devToolsInstaller.test.ts,mapped,Yes,"Dev-tools install boundary unit tests (ustar extraction round-trips the real release packer, content-digest fold matches the builder, manifest parse fail-closed, end-to-end install into a real dir, path-traversal rejection, list-verified + uninstall); mapped to VHS-REQ-679."
tests/unit/devToolsRuntime.test.ts,mapped,Yes,"Dev-tools runtime orchestration unit tests (install bundled/malformed/untrusted/success/failure, opt-in update check gating + best-effort network, uninstall none/cancel/remove/pinned-warning); mapped to VHS-REQ-679."
tests/unit/deterministicId.test.ts,supporting,No,"Shared deterministic id unit tests (createDeterministicId returns the first 12 hex chars of the SHA-256 digest, deterministic, distinct per input); supporting VHS-REQ-610."
tests/unit/requireNonEmpty.test.ts,supporting,No,"Shared non-empty string validator unit tests (requireNonEmpty returns the trimmed value, throws field-named error on empty/whitespace); supporting VHS-REQ-610."
tests/unit/jsonArtifact.test.ts,supporting,No,"Shared canonical JSON artifact serializer unit tests (serializeJsonArtifact pretty-prints with 2-space indent and a single trailing newline); supporting VHS-REQ-610."
tests/unit/windowsTasklistParsing.test.ts,supporting,No,"Windows tasklist CSV parsing and runtime-process name matching unit tests (parseWindowsTasklistCsvLine, isObservedRuntimeProcessName, isExactObservedRuntimeProcessName); supporting VHS-REQ-659."
tests/unit/windowsRuntimeObservationFormatting.test.ts,supporting,No,"Windows runtime-observation formatting unit tests (describeObservedRuntimeProcesses de-duplicates image/pid, describeObservedWindowsTcpListeners falls back to pid); supporting VHS-REQ-659."
tests/unit/comparisonProcessErrorNormalization.test.ts,supporting,No,"Comparison process-error normalization unit tests (extractErrorCode reads errno codes, normalizeComparisonProcessError maps object/string/nullish errors to stdout/stderr/signal); supporting VHS-REQ-659."
tests/unit/labviewExecutablePathInference.test.ts,supporting,No,"LabVIEW executable-path inference unit tests (inferLabviewBitnessFromExecutablePath x86/x64/unknown, inferLabviewYearFromExecutablePath, supported-year range gate); supporting VHS-REQ-621."
tests/unit/windowsInteropPaths.test.ts,supporting,No,"Windows interop path normalization unit tests (normalizeWindowsInteropPath drive/mnt mapping, normalizeWindowsInteropExecutable, normalizeComparablePath lowercase backslash form); supporting VHS-REQ-624."
tests/unit/shellScriptEncoding.test.ts,supporting,No,"Shell script encoding/quoting unit tests (resolveWindowsPowerShellHostExecutable platform branch, encodeWindowsPowerShellScript base64, quotePowerShellLiteral/quoteBashLiteral escaping, buildWindowsPowerShellArrayLiteral/buildBashArrayLiteral); supporting VHS-REQ-659."
tests/unit/windowsContainerRuntimeFacts.test.ts,supporting,No,"Windows container runtime metadata parsing unit tests (parseWindowsContainerRuntimeFacts ini path/connected port, connection-log fallback, none/null handling, startup-hardening notes); supporting VHS-REQ-659."
tests/unit/windowsNetstatListeners.test.ts,supporting,No,"Windows netstat listener parsing unit tests (resolveWindowsSystem32Executable platform branch, parseWindowsNetstatListeners LISTENING-row parsing and malformed-row filtering); supporting VHS-REQ-659."
tests/unit/labviewCliDiagnostics.test.ts,supporting,No,"LabVIEW CLI diagnostics unit tests (parseLabviewCliDiagnosticLogPath banner, resolveMappedRuntimeDiagnosticPath/resolveHostReadableDiagnosticPath mapping, classifyLabviewCliDiagnosticText reason classification); supporting VHS-REQ-659."
tests/unit/diagnosticNotes.test.ts,supporting,No,"Diagnostic note assembly unit tests (isLabviewCliLogOnlyStdout, mergeDiagnosticNotes dedupe, buildProcessObservationNotes formatting, extractCommandOptionValue arg parsing); supporting VHS-REQ-659."
tests/unit/runtimePathHelpers.test.ts,supporting,No,"Runtime path helper unit tests (isPathInsideDirectory containment, posixDirname POSIX/platform branch, buildReportAssetsDirectoryPath suffix derivation); supporting VHS-REQ-659."
tests/unit/runtimeFailureClassification.test.ts,supporting,No,"Runtime failure classification unit tests (classifyRuntimeFailure exit/report/stderr reasons, classifyCancelledRuntimeFailure, classifyTimedOutRuntimeDiagnostic); supporting VHS-REQ-659."
tests/unit/runtimeTextReplacements.test.ts,supporting,No,"Runtime text-replacement unit tests (buildLinuxContainerRuntimeFilenameAlias whitespace-to-underscore, applyRuntimeTextReplacements longest-first ordering); supporting VHS-REQ-659."
tests/unit/selectDiagnosticReason.test.ts,supporting,No,"Diagnostic reason selection unit tests (selectDiagnosticReason decisive linux-headless precedence, first-defined other reason, headless fallback); supporting VHS-REQ-659."
tests/unit/labviewVersionSelection.test.ts,supporting,No,"LabVIEW version selection unit tests (normalizeRequestedLabviewVersion year extraction, isSupportedComparisonReportLabviewVersion minimum-year gate, matchesRequestedLabviewVersion candidate matching); supporting VHS-REQ-659."
tests/unit/hostNativeRejection.test.ts,supporting,No,"Host-native rejection mapping unit tests (deriveHostNativeRejectedReason/deriveHostNativeRejectedDetail blocked-state mapping, describeWindowsTcpListeners formatting); supporting VHS-REQ-659."
tests/unit/candidatePathHelpers.test.ts,supporting,No,"Runtime candidate path helper unit tests (normalizeCandidatePath backslash/lowercase, dedupeCandidates kind+path de-duplication order); supporting VHS-REQ-659."
tests/unit/containerImageReference.test.ts,supporting,No,"Container image reference resolution unit tests (resolveConfiguredContainerImageReference full-override precedence, default fallback, unparseable-selection fallback); supporting VHS-REQ-650."
tests/unit/bitnessHelpers.test.ts,supporting,No,"Runtime bitness helper unit tests (describeBitness labeling, inferBitnessFromPath x86/x64 Windows/Linux/macOS markers and undefined fallback); supporting VHS-REQ-633."
tests/unit/comparisonReportActionSettingsPrimitives.test.ts,supporting,No,"Comparison report action settings primitives unit tests (readTrimmedStringSetting boundary defense, readConfiguredLabviewBitness, readConfiguredRuntimeProvider valid/unset/invalid, readBooleanSetting strict-true); supporting VHS-REQ-645."
tests/unit/comparisonReportArchiveRecordValidation.test.ts,supporting,No,"Archived comparison report record validation unit tests (isValidArchivedComparisonReportSourceRecord accepts valid record, rejects non-record/hash-mismatch/path-mismatch/invalid-status); supporting VHS-REQ-626."
tests/unit/comparisonReportPanelHtmlPostProcessing.test.ts,supporting,No,"Comparison report panel HTML post-processing unit tests (ensureTrailingSlash append/idempotent/empty, enableLazyImageLoading adds lazy loading, preserves existing loading, case-insensitive, no-image passthrough); supporting VHS-REQ-626."
tests/unit/comparisonReportConflictMessaging.test.ts,supporting,No,"Comparison report runtime-conflict messaging module-surface unit tests (Docker daemon/install predicates, host bitness/version conflict predicates, container-image-platform-mismatch predicate, VI-version-too-new failure predicate, platform-aware message builders); supporting VHS-REQ-642, VHS-REQ-643, VHS-REQ-658."
tests/unit/comparisonReportCliConnectTimeout.test.ts,supporting,No,"Comparison report CLI connect-timeout unit tests (window constants, in-window passthrough, fractional rounding, min/max clamping, non-finite/non-number fallback to default); supporting VHS-REQ-148."
tests/unit/comparisonReportSettingsReaders.test.ts,supporting,No,"Comparison report settings readers unit tests (readComparisonRuntimeSettings host/docker mapping and trimmed overrides, readComparisonReportOptions suppression-flag defaults and strict-true, readCliConnectTimeoutSeconds/readWorktreeSnapshotRetentionLimit validation and fallback); supporting VHS-REQ-148, VHS-REQ-633, VHS-REQ-641, VHS-REQ-645, VHS-REQ-650."
tests/unit/reviewScenarioSupportPolicy.test.ts,mapped,Yes,Review scenario and repository support policy tests; mapped to VHS-REQ-610.
tests/unit/runLinuxIntegrationHost.test.ts,mapped,Yes,"Linux integration host tests covering xvfb-run selection, direct-run fallback, and the linux host-marker env; CI infrastructure; mapped to VHS-REQ-684."
tests/unit/vagrantLanePreflight.test.ts,mapped,Yes,"Optional Vagrant lane preflight/status tests covering banner and box-list parsing readiness checks and CLI exit behavior; local maintainer tooling; mapped to VHS-REQ-686."
tests/unit/verifyVagrantBox.test.ts,mapped,Yes,"Optional Vagrant golden-box manifest shape-validation tests covering schema/schemaVersion/sha256/sizeBytes checks that fail fast before hashing a multi-GB box; local maintainer tooling; mapped to VHS-REQ-686."
tests/unit/vagrantReleaseValidate.test.ts,mapped,Yes,"Optional Vagrant release-lane guest-script tests asserting the VHS-REQ-665 x86 host-native headless env contract (WIN_PROVIDER=host, WIN_LV_BITNESS=x86, LV_RTE_WIN_HOSTNATIVE_HEADLESS=1) and path injection; local maintainer tooling; mapped to VHS-REQ-686."
tests/unit/vagrantEmptySwapSpike.test.ts,mapped,Yes,"Unit tests for the #2295 host-native empty-swap spike host wrapper: the fixed case matrix ordering/directions/headless axis, the per-case host-native x86 2026 guest-script env contract (never container/x64, node not npm run), --skip-up parsing, and injected-runner matrix orchestration without a hypervisor; mapped to VHS-REQ-706."
tests/unit/vagrantValidationProofDriver.test.ts,mapped,Yes,"Optional Vagrant advisory proof-packet parse/validate tests covering vagrant line-prefix stripping, JSON extraction, schema match, and runtime.validationOutcome gating; local maintainer tooling; mapped to VHS-REQ-686."
tests/unit/vagrantBoxProvenance.test.ts,mapped,Yes,"Optional Vagrant golden-box provenance helper tests covering VIHS_VAGRANT_BOX override detection and committed-manifest sha256 binding (undefined under override or malformed manifest); local maintainer tooling; mapped to VHS-REQ-686."
tests/unit/vagrantDriverArgs.test.ts,mapped,Yes,"Optional Vagrant driver CLI argument parser tests covering --skip-up, --evidence value handling, missing-value and unknown-argument errors, and non-array argv; local maintainer tooling; mapped to VHS-REQ-686."
tests/unit/buildDevToolsReleaseScript.test.ts,mapped,Yes,"Dev-tools release builder tests covering manifest resolution, deterministic content digest, provenance binding, and CLI output-path safety; mapped to VHS-REQ-667."
